doc_id,doc_type,file_name,page,type,section_number,section_title,text
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,2,section_header,4.3,DOCUMENTACIÓN REQUERIDA CON LA OFERTA ................................................................................................. 7,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,2,section_header,4.4,DOCUMENTACIÓN REQUERIDA DESPUÉS DE LA ORDEN DE COMPRA ............................................................. 7,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,2,section_header,4.5,REQUERIMIENTOS DE CONFIABILIDAD ................................................................................................................ 10,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,2,section_header,4.6,MARCAS HOMOLOGADAS DE ECOPETROL ......................................................................................................... 11,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,2,section_header,4.7,PROVEEDORES HOMOLOGADOS DE ECOPETROL ............................................................................................. 11,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,2,section_header,4.8,REUNIONES DE INGENIERÍA Y VISITAS ................................................................................................................. 11,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,2,section_header,4.9,ASISTENCIA EN SITIO .............................................................................................................................................. 11,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,2,section_header,4.1,ENTRENAMIENTO ..................................................................................................................................................... 12,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,2,section_header,4.11,REPUESTOS .............................................................................................................................................................. 12,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,2,section_header,4.12,HERRAMIENTAS ESPECIALES ................................................................................................................................ 12,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,2,section_header,4.13,DOCUMENTACIÓN .................................................................................................................................................... 13,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,2,paragraph,4.13,DOCUMENTACIÓN .................................................................................................................................................... 13,5. REQUERIMIENTOS TÉCNICOS ....................................................................................................................................... 13
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,2,section_header,5.1,REQUERIMIENTOS MECÁNICOS ............................................................................................................................. 13,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,2,section_header,5.2,REQUERIMIENTOS DE TUBERÍA ............................................................................................................................. 13,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,2,section_header,5.3,REQUERIMIENTOS ELÉCTRICOS ........................................................................................................................... 14,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,2,paragraph,5.3,REQUERIMIENTOS ELÉCTRICOS ........................................................................................................................... 14,EDP-F-046 – 20/11/2017 V-1 2/20
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,3,paragraph,,,"MAYORES
Versión: 1
EDP-F-046 20/11/2017
INGENIERÍA DETALLE ACONDICIONAMIENTO
MR #: FFM/F-MEQ-013 REV: 0
ESTRATEGICO CUPIAGUA
Documento:
Requisición de materiales
Especialidad Mecánica FECHA: 01-11-2023
Paquete de Inyección de
Químicos"
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,3,section_header,5.4,REQUERIMIENTOS DE INSTRUMENTACIÓN Y CONTROL.................................................................................... 14,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,3,section_header,5.5,REQUERIMIENTOS ESTRUCTURALES Y CIVILES ................................................................................................. 14,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,3,section_header,5.6,OTROS REQUERIMIENTOS ...................................................................................................................................... 14,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,3,section_header,5.7,EXTENSIÓN PRE-ENSAMBLE .................................................................................................................................. 14,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,3,section_header,5.8,REQUERIMIENTOS DE PRE Y COMISIONAMIENTO .............................................................................................. 15,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,3,paragraph,5.8,REQUERIMIENTOS DE PRE Y COMISIONAMIENTO .............................................................................................. 15,"6. PRESERVACIÓN, EMPAQUE, MARQUILLADO, IZAJE Y TRANSPORTE ..................................................................... 15
7. REQUERIMIENTOS DE QA E INSPECCIÓN .................................................................................................................... 15"
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,3,section_header,7.1,SISTEMA DE ADMINISTRACIÓN DE LA CALIDAD (QMS)...................................................................................... 15,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,3,section_header,7.2,NIVEL DE CRITICIDAD Y NIVEL DE INSPECCIÓN .................................................................................................. 16,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,3,section_header,7.3,"PLAN DE INSPECCIÓN Y PRUEBAS (ITP), FIR....................................................................................................... 16",
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,3,paragraph,7.3,"PLAN DE INSPECCIÓN Y PRUEBAS (ITP), FIR....................................................................................................... 16","8. REQUERIMIENTOS EN SALUD, SEGURIDAD Y MEDIO AMBIENTE (HSE) .................................................................. 16
9. GARANTÍAS TÉCNICAS ................................................................................................................................................... 17
10. ANEXOS ............................................................................................................................................................................ 18"
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,3,section_header,10.1,LISTA DEL ALCANCE ............................................................................................................................................... 18,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,3,section_header,10.2,ESTÁNDARES DE REFERENCIA ............................................................................................................................. 19,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,3,section_header,10.3,DOCUMENTOS DE REFERENCIA ............................................................................................................................ 20,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,3,paragraph,10.3,DOCUMENTOS DE REFERENCIA ............................................................................................................................ 20,EDP-F-046 – 20/11/2017 V-1 3/20
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,4,paragraph,,,"MAYORES
Versión: 1
EDP-F-046 20/11/2017
INGENIERÍA DETALLE ACONDICIONAMIENTO
MR #: FFM/F-MEQ-013 REV: 0
ESTRATEGICO CUPIAGUA
Documento:
Requisición de materiales
Especialidad Mecánica FECHA: 01-11-2023
Paquete de Inyección de
Químicos
1. INTRODUCCIÓN"
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,4,section_header,1.1,CONDICIONES GENERALES,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,4,paragraph,1.1,CONDICIONES GENERALES,"Esta requisición de materiales establece las condiciones generales y específicas para el suministro de
un (1) PAQUETE de inyección de químicos para el proyecto INGENIERÍA DETALLADA
ACONDICIONAMIENTO ESTRATÉGICO CUPIAGUA” a ser instalados en el CPF Cupiagua – Ecopetrol.
El PAQUETE incluye la ingeniería de detalle, fabricación, armado y el suministro de todos los equipos y
accesorios (si se requiere algunos componentes pueden ser enviados por separado) y de las tuberías
de interconexión y el cableado eléctrico y de control dentro de los límites del PAQUETE.
El PAQUETE incluye todos los dispositivos, elementos y materiales necesarios y suficientes para que sea
funcional y opere adecuadamente bajo las condiciones indicadas en los documentos anexos que hacen
parte de este documento. El PAQUETE debe operar como un sistema totalmente ensamblado e integral
controlado.
El PAQUETE debe cumplir con reglamentos, códigos y normas vigentes en los acuerdos regionales,
nacionales e internacionales indicados en esta requisición y sus documentos anexos.
El PAQUETE y sus accesorios deben ser diseñados y construidos para una vida útil de veinte (20) años
y mínimo 3 años de operación continua con el mantenimiento adecuado."
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,4,section_header,1.2,GLOSARIO,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,4,paragraph,1.2,GLOSARIO,"CLIENTE: Es la empresa propietaria del proyecto, ECOPETROL S.A, el cual generalmente especificará
los requerimientos técnicos. ECOPETROL también puede nombrar un agente o consultor autorizado
para actuar en su nombre.
PROVEEDOR: Es quien presenta oferta para suministrar los equipos y/o servicios, de acuerdo con esta
requisición de materiales y sus documentos asociados una vez sea adjudicado por ECOPETROL. Será
quien diseña, fabrica, suministra e integra el PAQUETE y todos sus componentes (listados en el capítulo
10.1) en conformidad al alcance de suministro contratado.
INSPECTOR: La parte que es asignada para la inspección del desarrollo del trabajo realizado por el
proveedor o vendedor. En algunos casos, el CLIENTE puede actuar como AUTORIDAD DE INSPECCION.
EDP-F-046 – 20/11/2017 V-1 4/20"
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,5,paragraph,,,"MAYORES
Versión: 1
EDP-F-046 20/11/2017
INGENIERÍA DETALLE ACONDICIONAMIENTO
MR #: FFM/F-MEQ-013 REV: 0
ESTRATEGICO CUPIAGUA
Documento:
Requisición de materiales
Especialidad Mecánica FECHA: 01-11-2023
Paquete de Inyección de
Químicos
PAQUETE: Hace referencia al conjunto de equipos, instrumentos, controles, componentes eléctricos,
tuberías y todos los elementos requeridos para conformar un ensamble completo e integrado de
inyección de químicos que se describen en el alcance del suministro indicado en esta requisición de
materiales.
SITIO: Describe las condiciones de las instalaciones y áreas donde se ejecutará el proyecto, en este
caso es el CPF Cupiagua localizado en Aguazul, departamento de Casanare, Colombia."
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,5,section_header,1.3,ORDEN DE PREVALENCIA,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,5,paragraph,1.3,ORDEN DE PREVALENCIA,"El proveedor deberá aplicar para la resolución de conflictos el siguiente orden de prevalencia, siendo la
mayor prevalencia el número 1:
1. Las leyes y reglamentos legales y gubernamentales locales
2. Códigos y estándares industriales
3. Hojas de datos y diagramas de tubería e instrumentación, última revisión.
4. Esta requisición de materiales, en su última revisión.
5. Especificación técnica
6. Orden de compra
En caso de conflicto entre los requerimientos de esta requisición y alguno de los documentos,
referenciados que forman parte de la requisición de materiales, el PROVEEDOR notificará
inmediatamente al ECOPETROL por escrito de los conflictos identificados para su resolución, los cuales
deben quedar resueltos en la reunión de lanzamiento (siglas en inglés KOM), cuando aplique.
2. ALCANCE DEL SUMINISTRO"
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,5,section_header,2.1,ALCANCE GENERAL,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,5,paragraph,2.1,ALCANCE GENERAL,"A continuación, se describe el listado general alcance de suministro objeto de esta requisición de
materiales. El listado particular de componentes se indica en la sección “10.1 lista del alcance”.
Ítem Cantidad Unidad TAG Descripción Código de Catálogo
ECOPETROL
1 UNO (1) UN M156CIP-5503 Paquete de Inyección de Químicos
EDP-F-046 – 20/11/2017 V-1 5/20"
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,6,paragraph,,,"MAYORES
Versión: 1
EDP-F-046 20/11/2017
INGENIERÍA DETALLE ACONDICIONAMIENTO
MR #: FFM/F-MEQ-013 REV: 0
ESTRATEGICO CUPIAGUA
Documento:
Requisición de materiales
Especialidad Mecánica FECHA: 01-11-2023
Paquete de Inyección de
Químicos
El PROVEEDOR deberá suministrar El PAQUETE como una unidad completa y funcional incluyendo todos
los elementos necesarios para garantizar su segura y correcta instalación, arranque, puesta en marcha
y operación"
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,6,section_header,2.2,EXCLUSIONES,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,6,paragraph,2.2,EXCLUSIONES,"Se excluye del suministro de los equipos:
- Obras civiles, fundaciones e instalación de pernos de anclaje.
- Interconexiones de tubería, cableado e instrumentación fuera de los límites del PAQUETE.
- Trabajos de cableado eléctrico y de Instrumentación fuera del PAQUETE.
- Sistemas de iluminación exterior."
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,6,section_header,2.3,OPCIONES DEL SUMINISTRO,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,6,paragraph,2.3,OPCIONES DEL SUMINISTRO,"N/A
3. RESPONSABILIDAD
Está dentro del alcance de suministro del PROVEEDOR del PAQUETE la planeación y programación del
diseño, fabricación de este, suministro de equipos, accesorios, recipientes, tableros de potencia y
control, instrumentación, partes y materiales, fabricación en taller, pruebas, inspección, pintura,
control y aseguramiento de calidad, entrega de documentación técnica y certificados,
embalaje/empaque, almacenamiento y preparación para envío a SITIO, soporte en sitio durante el
comisionamiento y arranque, garantías y demás, incluidos e indicados en esta requisición de materiales
y los documentos anexos.
4. REQUERIMIENTOS GENERALES"
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,6,section_header,4.1,GENERAL,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,6,paragraph,4.1,GENERAL,"Los requisitos generales y alcance del suministro se indican en la especificación técnica y hoja de datos
anexa a esta requisición de materiales (ver sección 10.3 documentos de referencia)."
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,6,section_header,4.2,PROPUESTAS ALTERNATIVAS,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,6,paragraph,4.2,PROPUESTAS ALTERNATIVAS,"El PROVEEDOR podrá presentar propuestas alternativas, siempre y cuando sean de igual o superior
calidad que la propuesta principal. No se aceptarán como válidas alternativas que reduzcan la
integridad mecánica o eléctrica y que no cumplan con el criterio de vida útil.
EDP-F-046 – 20/11/2017 V-1 6/20"
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,7,paragraph,,,"MAYORES
Versión: 1
EDP-F-046 20/11/2017
INGENIERÍA DETALLE ACONDICIONAMIENTO
MR #: FFM/F-MEQ-013 REV: 0
ESTRATEGICO CUPIAGUA
Documento:
Requisición de materiales
Especialidad Mecánica FECHA: 01-11-2023
Paquete de Inyección de
Químicos
Tampoco se aceptarán alternativas de menor capacidad a las condiciones de operación solicitadas, con
menor cantidad de equipos o componentes, o que no cumplan con la calidad solicitada."
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,7,section_header,4.3,DOCUMENTACIÓN REQUERIDA CON LA OFERTA,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,7,paragraph,4.3,DOCUMENTACIÓN REQUERIDA CON LA OFERTA,"La información requerida con la oferta se indica en la tabla mostrada en el numeral 4.4 junto con la
documentación requerida después de la orden de compra."
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,7,section_header,4.4,DOCUMENTACIÓN REQUERIDA DESPUÉS DE LA ORDEN DE COMPRA,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,7,paragraph,4.4,DOCUMENTACIÓN REQUERIDA DESPUÉS DE LA ORDEN DE COMPRA,"En la tabla a continuación se muestran los documentos requeridos del vendedor (LDRV) y los tiempos
de entrega referidos a la emisión de la orden de compra.
PRIMERA EMISIÓN DESPUES DE LA EMISIÓN FINAL
ORDEN DE COMPRA (5)
CON LA FECHA
DESCRIPCIÓN CANTIDAD CANTIDAD
OFERTA DE PROPÓSITO
TIPO TIPO
EMISIÓN (3)
(4) (4)
(2)
Lista de comentarios, desviaciones y excepciones a
esta requisición y sus anexos, sin esta información X - IFR E -
las propuestas serán rechazadas (*)
Cronograma de ingeniería, adquisición, fabricación y
X +2Sem IFR E -
pruebas
Plan de calidad y certificación del sistema de calidad
+2Sem IFR - E
Sub-proveedor y lista de proveedores principales - IFR E E
Calificación de sub-proveedores +4Sem IFR - E
Literatura/Catálogos del equipo y componentes X - IFR E E
Placa de identificación
+4Sem IFR E E
Planos de arreglos generales del PAQUETE (*) con
pesos, dimensiones, listado de partes y materiales X +3Sem IFR E E
referenciales
Planos detallados del PAQUETE con pesos,
+6Sem IFR E E
dimensiones, listado de partes y materiales
Modelo 3D del paquete adecuado para ser integrado
+6Sem IFR E E
en Smart Plan
EDP-F-046 – 20/11/2017 V-1 7/20"
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,8,paragraph,,,"MAYORES
Versión: 1
EDP-F-046 20/11/2017
INGENIERÍA DETALLE ACONDICIONAMIENTO
MR #: FFM/F-MEQ-013 REV: 0
ESTRATEGICO CUPIAGUA
Documento:
Requisición de materiales
Especialidad Mecánica FECHA: 01-11-2023
Paquete de Inyección de
Químicos
PRIMERA EMISIÓN DESPUES DE LA EMISIÓN FINAL
ORDEN DE COMPRA (5)
CON LA FECHA
DESCRIPCIÓN CANTIDAD CANTIDAD
OFERTA DE PROPÓSITO
TIPO TIPO
EMISIÓN (3)
(4) (4)
(2)
Diagrama de cargas para fundaciones y planos de
+4Sem IFR E E
localización de pernos de anclaje.
Lista de cargas y momentos admisibles en
+3Sem IFR E E
conexiones.
Hoja de datos FFM/F-MEX-033 del PAQUETE
X +2Sem IFR E E
completamente diligenciadas por el PROVEEDOR (*)
Hojas de datos de instrumentos (si aplica)
+2Sem IFR E E
Reporte y curvas de desempeño de las bombas de
dosificación, incluyendo el consumo de potencia a lo
+4Sem IFR E E
largo la curva.
Diagrama de terminales para conexionado de control
+4Sem IFR E E
Lista de instrumentos del PAQUETE (incluye
+6Sem IFR E E
instrumentos suministrados sueltos
Plan de inspección y pruebas (siglas en inglés ITP)
X +6Sem IFR E E
del PAQUETE
Lógica narrativa +6Sem IFR E E
Diagrama de tubería e instrumentación (P&ID)
+6Sem IFR E E
Lista de documentos y planos del PROVEEDOR X +3Sem IFR E -
Lista de repuestos Y consumibles para la instalación,
comisionamiento y puesta en marcha (incluyendo
X +4Sem IFR - E
precios) **
Lista de repuestos y consumibles para dos (2) años
X +4Sem IFR E E
de operación (incluyendo precios)
Lista de herramientas especiales para montaje
X +4Sem IFR - E
(incluyendo precios)
Lista de requerimientos y consumo de servicios
+4Sem IFR E E
auxiliares
Procedimiento de pruebas en taller
+4Sem IFR E E
Procedimiento de soldadura WPS, PQR, etc
+2Sem IFR E E
Procedimiento de ensayos no destructivos +2Sem IFR E E
EDP-F-046 – 20/11/2017 V-1 8/20"
